OrderID,CustomerID,ProductID,OrderDate,Quantity,TotalAmount
ORD01421,CUST02300,PROD01991,08-13-2022,10,490.96
ORD02579,CUST02298,PROD01320,06-08-2022,9,751.3
ORD00594,CUST01510,PROD00944,08/08/2023,1,18.34
ORD00601,CUST00825,PROD01040,2021-06-11,2,38.23
ORD00637,CUST01861,PROD01313,2019-03-07,2,68.11
ORD02899,CUST00442,PROD01608,2022-12-23,7,187.79
ORD01795,CUST01558,PROD00261,20/02/2019,9,341.39
ORD01010,CUST01499,PROD00120,07/09/2023,2,124.03
ORD00680,CUST02170,PROD01673,08-06-2023,7,167.65
ORD02431,CUST00105,PROD00381,07-25-2021,5,131.73
ORD01778,CUST00146,PROD01346,03-12-2023,2,114.61
ORD00414,CUST02435,PROD01516,,6,83.6
ORD00874,CUST00941,PROD01320,,-1,inconsistent
ORD00527,CUST00977,PROD01531,2019-07-31,9,821.69
ORD01512,CUST02161,PROD00042,08-14-2024,6,431.93
ORD02548,CUST00326,PROD01858,2019-07-29,4,42.42
ORD00108,CUST00159,PROD00870,2024-09-02,3,230.94
ORD01206,CUST02037,PROD01984,12-13-2022,1,98.68
ORD02414,CUST00581,PROD00666,23/01/2024,10,901.92
ORD02439,CUST01963,PROD00871,2024-04-13,5,462.59
ORD01116,CUST00925,PROD01624,2022-08-14,1,30.5
ORD00318,CUST00407,PROD01914,08/06/2019,9,269.01
ORD01951,CUST00878,PROD00308,07-28-2024,7,606.14
ORD01161,CUST00987,PROD01073,2024-01-02,7,302.74
ORD02700,CUST00107,PROD00645,2024-03-18,10,624.84
ORD01558,CUST00195,PROD01616,07-18-2019,7,401.59
ORD02920,CUST01237,PROD00557,11-18-2020,9,165.25
ORD00402,CUST02338,PROD01736,10-24-2024,8,473.35
ORD01502,CUST02063,PROD01167,03/03/2020,7,603.05
ORD00937,CUST00332,PROD00000,20/04/2019,3,207.13
ORD02004,CUST02207,PROD01343,03-24-2022,9,480.76
ORD01261,CUST00532,PROD00478,2023-02-01,2,175.3
ORD02722,CUST02439,PROD00117,2022-01-13,-1,inconsistent
ORD02806,CUST01452,PROD00196,2023-11-16,4,324.84
ORD00387,CUST02401,PROD00791,04-29-2019,7,434.82
ORD01960,CUST00187,PROD00997,27/10/2022,8,541.63
ORD01850,CUST02431,PROD01745,10/05/2023,3,202.55
ORD00810,CUST00550,PROD01931,2023-04-20,5,330.08
ORD00755,CUST01842,PROD00288,05-09-2020,3,103.28
ORD01174,CUST00314,PROD01765,09-29-2023,3,73.92
ORD01587,CUST01901,PROD00847,01-25-2023,9,103.08
ORD02713,CUST00112,PROD01819,12-04-2020,8,572.48
ORD01235,CUST01955,PROD00421,2019-12-13,3,212.01
ORD01891,CUST01515,PROD01914,2021-07-07,9,680.36
ORD00070,CUST00963,PROD00840,03/06/2019,-1,inconsistent
ORD02760,CUST00105,PROD00158,,10,132.09
ORD02342,CUST01567,PROD01035,2021-07-31,7,422.64
ORD02263,CUST02062,PROD00107,02-02-2019,3,285.44
ORD00839,CUST00680,PROD00754,26/08/2024,9,371.2
ORD00056,CUST01938,PROD00770,2019-05-18,3,165.15
ORD02468,CUST00132,PROD00708,2022-09-16,10,139.16
ORD01817,CUST00156,PROD01761,2021-05-06,8,170.78
ORD01395,CUST00717,PROD01387,25/07/2020,5,447.11
ORD01556,CUST01942,PROD00306,2019-09-06,5,78.41
ORD02086,CUST00285,PROD00637,,2,109.89
ORD01904,CUST01582,PROD00270,19/10/2019,-1,inconsistent
ORD02501,CUST02273,PROD00436,08-20-2021,10,819.99
ORD02161,CUST01814,PROD00822,01-04-2021,5,144.59
ORD00309,CUST02232,PROD00403,2024-04-17,7,136.48
ORD01961,CUST00065,PROD00028,2023-07-05,5,215.93
ORD01253,CUST01372,PROD01433,14/08/2021,7,426.47
ORD01228,CUST00445,PROD00687,06/02/2021,3,53.19
ORD02769,CUST00736,PROD00034,19/01/2022,9,375.77
ORD01537,CUST01804,PROD00266,,1,89.46
ORD01741,CUST02188,PROD00091,01-27-2024,10,790.49
ORD01351,CUST01508,PROD00531,25/06/2020,8,254.74
ORD01376,CUST02138,PROD00724,24/12/2024,9,827.04
ORD02162,CUST00889,PROD01201,08-01-2022,2,145.86
ORD02813,CUST01996,PROD00150,10-20-2019,4,263.1
ORD01861,CUST01102,PROD01793,08-26-2021,5,167.5
ORD02716,CUST02235,PROD00450,09/09/2019,3,171.81
ORD02709,CUST00364,PROD01150,,6,439.99
ORD01659,CUST00792,PROD00523,2021-06-12,8,627.08
ORD00436,CUST01229,PROD01372,24/06/2019,7,457.41
ORD02078,CUST00026,PROD01515,,1,95.3
ORD01222,CUST02472,PROD01443,2023-07-30,7,321.6
ORD01491,CUST00004,PROD01025,11-21-2021,6,253.54
ORD01912,CUST01071,PROD00183,07-14-2023,5,426.19
ORD00313,CUST00326,PROD00228,25/04/2022,6,485.57
ORD00233,CUST00864,PROD00336,2022-06-02,8,449.58
ORD01436,CUST01411,PROD01803,02-01-2021,7,492.49
ORD00685,CUST00610,PROD01950,09-10-2023,3,245.96
ORD02918,CUST01475,PROD01653,18/11/2019,7,579.27
ORD00111,CUST00161,PROD01755,06/11/2022,9,761.19
ORD01213,CUST00875,PROD00097,06/12/2024,10,333.78
ORD01413,CUST00482,PROD00064,08-03-2022,8,394.54
ORD01127,CUST01907,PROD00169,11-25-2019,2,154.76
ORD02916,CUST00089,PROD00714,06/10/2024,7,560.23
ORD01971,CUST01568,PROD00855,21/01/2019,4,239.86
ORD00472,CUST00869,PROD01318,07-04-2020,3,169.94
ORD02835,CUST01018,PROD00971,2021-03-14,1,60.17
ORD02251,CUST00222,PROD00753,,10,636.59
ORD00903,CUST01069,PROD01810,10-30-2023,10,298.25
ORD00897,CUST00342,PROD00920,05/06/2020,1,56.13
ORD02448,CUST01814,PROD00252,,10,839.04
ORD01939,CUST00361,PROD00507,07/08/2024,7,594.49
ORD02293,CUST00860,PROD01577,24/02/2019,8,793.44
ORD02896,CUST00668,PROD01049,05-24-2024,2,36.12
ORD02684,CUST00863,PROD01326,24/01/2021,9,771.19
ORD00361,CUST00775,PROD01678,06-23-2024,5,217.86
ORD00135,CUST01162,PROD01245,08-05-2022,8,194.45
ORD01309,CUST01786,PROD00169,04-09-2019,3,96.77
ORD02995,CUST01956,PROD01300,,2,151.24
ORD01547,CUST01686,PROD01192,2021-04-06,3,40.68
ORD02328,CUST00473,PROD00651,04-11-2021,4,109.62
ORD00366,CUST00259,PROD01462,2023-10-16,6,283.89
ORD01017,CUST00161,PROD01542,2019-11-03,2,125.35
ORD00029,CUST00915,PROD01186,2020-12-10,10,780.6
ORD02578,CUST00493,PROD00725,21/02/2019,6,563.4
ORD00022,CUST00210,PROD00841,09-06-2022,2,53.02
ORD00408,CUST00030,PROD01756,09-06-2022,3,179.0
ORD01924,CUST01983,PROD01245,20/12/2019,6,100.71
ORD01100,CUST00765,PROD00844,12/06/2023,9,375.39
ORD00420,CUST01939,PROD00811,2020-11-14,2,62.73
ORD02390,CUST02442,PROD00006,01-16-2020,10,450.08
ORD00460,CUST02469,PROD00219,2022-04-23,10,347.33
ORD00043,CUST01225,PROD01172,12-30-2022,2,39.76
ORD00087,CUST02213,PROD01548,23/11/2022,7,655.71
ORD00859,CUST01065,PROD01374,11/01/2021,8,533.23
ORD00572,CUST00945,PROD01457,2022-12-07,2,58.67
ORD00944,CUST01521,PROD00129,05/11/2019,4,112.82
ORD00282,CUST00978,PROD01538,11-13-2020,5,271.92
ORD02658,CUST01798,PROD00829,12-30-2020,7,286.47
ORD02466,CUST00908,PROD00774,03-15-2024,10,124.85
ORD00102,CUST00358,PROD00393,21/07/2024,4,278.76
ORD02932,CUST00115,PROD00002,23/11/2021,8,440.16
ORD02476,CUST02311,PROD01856,07-29-2019,7,89.77
ORD00533,CUST00768,PROD00548,05-11-2019,5,491.56
ORD00776,CUST00409,PROD01838,2020-08-04,7,316.55
ORD02527,CUST01834,PROD01420,10-04-2020,10,614.76
ORD02430,CUST00639,PROD00633,04-30-2022,6,441.05
ORD02464,CUST00649,PROD00249,21/01/2020,4,333.89
ORD02179,CUST02396,PROD00491,10-01-2020,1,44.14
ORD00809,CUST00924,PROD00045,2024-03-06,10,730.06
ORD00964,CUST01952,PROD00962,12-20-2022,5,378.77
ORD00978,CUST02077,PROD00119,03-24-2020,5,104.29
ORD00691,CUST01397,PROD00152,2024-03-28,4,112.45
ORD00932,CUST00124,PROD01729,03-12-2022,7,389.11
ORD01241,CUST00797,PROD01216,03/10/2019,2,189.27
ORD02259,CUST02002,PROD00250,2023-10-13,1,65.86
ORD01672,CUST00948,PROD01640,2022-08-14,10,739.7
ORD01426,CUST01334,PROD01111,12/05/2024,4,154.86
ORD00221,CUST01711,PROD01837,12-01-2020,9,795.37
ORD00543,CUST01198,PROD00333,2021-02-15,1,14.63
ORD01286,CUST01479,PROD01439,2022-07-15,5,422.98
ORD02209,CUST02338,PROD01428,09-03-2019,5,414.45
ORD00789,CUST00672,PROD00745,2021-07-25,2,20.52
ORD00794,CUST01127,PROD00878,2022-09-13,7,236.03
ORD01720,CUST02208,PROD00680,05-28-2020,2,160.19
ORD02005,CUST01811,PROD00074,20/09/2021,2,71.35
ORD01563,CUST01079,PROD00195,11-10-2023,8,699.72
ORD00612,CUST00200,PROD01464,2024-07-18,6,160.33
ORD01456,CUST01566,PROD00794,2019-10-12,5,241.87
ORD01718,CUST00060,PROD01096,17/06/2024,5,488.52
ORD00272,CUST02373,PROD00542,01/08/2024,2,111.4
ORD00521,CUST00068,PROD01659,2021-01-20,-1,inconsistent
ORD01003,CUST00611,PROD01907,2023-08-12,10,132.49
ORD01373,CUST02458,PROD01127,2023-02-10,8,504.83
ORD02522,CUST02229,PROD00588,2021-11-25,7,385.36
ORD01938,CUST01259,PROD00539,2019-11-23,3,62.38
ORD00350,CUST01905,PROD01002,13/07/2019,8,334.3
ORD00949,CUST01447,PROD01442,02-05-2020,7,502.08
ORD02126,CUST01433,PROD01944,,3,294.19
ORD02387,CUST01337,PROD00385,02-10-2021,10,363.45
ORD02862,CUST00001,PROD01086,18/05/2019,-1,inconsistent
ORD02672,CUST01174,PROD00496,28/11/2024,10,510.65
ORD00298,CUST02376,PROD00521,06/01/2024,10,356.52
ORD01179,CUST01594,PROD01526,2019-03-10,4,130.24
ORD01036,CUST00501,PROD00645,22/03/2021,6,288.7
ORD02580,CUST00022,PROD01731,2024-05-28,9,672.86
ORD00168,CUST01362,PROD00647,2021-01-06,5,92.04
ORD02582,CUST00814,PROD01686,,10,875.19
ORD02266,CUST01795,PROD00542,05/04/2024,7,567.42
ORD01954,CUST02148,PROD01641,09-24-2019,2,157.37
ORD02073,CUST01839,PROD01216,22/07/2023,4,250.42
ORD02377,CUST00369,PROD00910,17/09/2021,5,210.37
ORD00765,CUST00987,PROD01242,2020-07-06,2,26.21
ORD02190,CUST01001,PROD01217,02/06/2020,5,480.39
ORD02166,CUST00119,PROD01633,27/03/2020,3,298.59
ORD02302,CUST00098,PROD00061,05/07/2020,9,406.57
ORD00219,CUST00828,PROD01906,08/01/2019,10,188.62
ORD00367,CUST00664,PROD00025,09-03-2024,4,223.23
ORD02545,CUST01892,PROD00961,11-19-2022,-1,inconsistent
ORD00879,CUST01616,PROD01246,06/09/2019,6,350.51
ORD02347,CUST00171,PROD01728,2019-12-04,8,753.92
ORD01323,CUST00991,PROD00121,05/11/2023,1,20.23
ORD01392,CUST01268,PROD00804,27/07/2023,9,106.58
ORD00351,CUST02092,PROD00347,15/01/2020,2,132.05
ORD01053,CUST01548,PROD01166,2021-02-12,10,248.68
ORD01211,CUST01701,PROD00282,,10,270.9
ORD02482,CUST01519,PROD01178,2020-01-20,5,347.21
ORD01967,CUST00144,PROD01812,26/11/2021,5,485.37
ORD02771,CUST01557,PROD01911,25/09/2023,2,71.83
ORD02442,CUST02026,PROD00616,28/10/2021,10,688.03
ORD00498,CUST00281,PROD01816,,6,65.53
ORD01735,CUST01629,PROD01441,20/06/2021,5,347.75
ORD00210,CUST01370,PROD01791,05/11/2023,7,376.19
ORD02487,CUST01167,PROD01605,09/07/2020,8,395.13
ORD02838,CUST00104,PROD00337,23/05/2020,9,168.83
ORD00227,CUST01381,PROD00276,04-28-2023,7,526.0
ORD00365,CUST00353,PROD00724,11-04-2024,2,174.92
ORD00965,CUST01176,PROD00363,21/09/2022,7,562.93
ORD00276,CUST00017,PROD00634,2024-03-07,5,250.99
ORD02299,CUST00685,PROD01394,2020-01-29,5,422.98
ORD01877,CUST01979,PROD00096,03-15-2021,7,651.07
ORD02670,CUST00885,PROD01843,07/03/2021,6,354.95
ORD01103,CUST00095,PROD01218,05-07-2020,6,536.31
ORD00407,CUST01702,PROD00073,2024-01-25,6,486.63
ORD02044,CUST00474,PROD01609,08/01/2021,6,251.28
ORD01124,CUST01128,PROD00636,2023-07-06,5,57.04
ORD02406,CUST00525,PROD00899,2020-10-25,7,490.99
ORD00785,CUST01429,PROD00993,04-14-2022,7,260.67
ORD02564,CUST01782,PROD01652,,1,47.59
ORD02627,CUST02227,PROD01950,22/07/2021,-1,inconsistent
ORD02380,CUST02287,PROD00270,12/11/2023,9,209.25
ORD00007,CUST02415,PROD01491,17/11/2019,2,96.88
ORD01244,CUST00883,PROD01918,2019-03-10,5,457.16
ORD01289,CUST02488,PROD01298,20/10/2019,5,63.74
ORD00864,CUST01662,PROD00788,04/11/2019,4,338.09
ORD00415,CUST02132,PROD00212,31/10/2022,10,465.31
ORD00044,CUST00332,PROD00616,2023-05-24,7,188.19
ORD01742,CUST01099,PROD01451,09-05-2020,4,250.07
ORD01713,CUST01343,PROD01582,10-22-2019,2,60.2
ORD01691,CUST01649,PROD01485,03-03-2020,10,645.82
ORD00199,CUST01339,PROD00221,06/07/2019,4,251.29
ORD00283,CUST01626,PROD00476,2023-06-04,1,43.49
ORD00231,CUST02052,PROD00538,2023-07-07,-1,inconsistent
ORD00718,CUST00987,PROD01441,2021-01-14,1,49.3
ORD02947,CUST00171,PROD00609,12/06/2022,6,67.7
ORD00096,CUST00133,PROD01951,2020-10-29,7,457.03
ORD02826,CUST01199,PROD01089,,5,270.28
ORD02648,CUST02035,PROD01670,28/03/2020,8,334.62
ORD01474,CUST00492,PROD01861,04-21-2024,2,182.43
ORD00881,CUST00553,PROD01212,2019-03-21,1,48.28
ORD01419,CUST00884,PROD01252,29/05/2021,9,234.08
ORD02542,CUST00416,PROD00716,2020-04-11,4,335.99
ORD02949,CUST02216,PROD00917,12-27-2019,1,90.96
ORD02666,CUST01682,PROD00432,,-1,inconsistent
ORD02254,CUST00709,PROD01205,23/04/2023,1,47.22
ORD01462,CUST00887,PROD00997,2020-09-08,10,736.4
ORD00104,CUST00676,PROD01037,19/01/2021,1,98.74
ORD02298,CUST02364,PROD01858,2022-09-08,3,110.1
ORD02872,CUST00168,PROD01305,04-29-2019,4,210.34
ORD01725,CUST02332,PROD01205,04-24-2023,3,123.92
ORD02609,CUST01272,PROD00528,03-28-2022,7,243.8
ORD01102,CUST00785,PROD00269,04-13-2024,-1,inconsistent
ORD02820,CUST01450,PROD00880,01/08/2020,-1,inconsistent
ORD00807,CUST00250,PROD00484,25/09/2020,9,753.32
ORD00226,CUST01527,PROD00913,04-27-2021,2,114.67
ORD00840,CUST01090,PROD01913,07-23-2023,10,426.78
ORD02369,CUST01865,PROD01631,2023-07-03,1,29.5
ORD01621,CUST00690,PROD01112,29/12/2023,1,52.35
ORD02639,CUST00173,PROD00315,01-03-2024,9,754.82
ORD02528,CUST00439,PROD01696,04/06/2024,8,139.15
ORD01093,CUST00173,PROD00846,,6,338.41
ORD02897,CUST00837,PROD01376,31/12/2024,-1,inconsistent
ORD02783,CUST01107,PROD01017,,3,172.3
ORD01763,CUST00532,PROD01041,07-25-2021,-1,inconsistent
ORD02510,CUST02268,PROD01668,07/06/2019,8,289.14
ORD00979,CUST01780,PROD00182,31/01/2019,1,21.76
ORD01953,CUST01949,PROD00166,28/01/2023,2,57.74
ORD00464,CUST00464,PROD01333,06/03/2024,2,157.97
ORD01940,CUST01332,PROD01724,03-31-2020,5,98.9
ORD02595,CUST02396,PROD01973,18/10/2022,7,624.69
ORD00927,CUST00122,PROD00005,19/09/2022,8,645.12
ORD01359,CUST00064,PROD00578,2022-09-16,3,98.35
ORD01216,CUST02497,PROD00108,2020-12-14,8,207.67
ORD01032,CUST00264,PROD00223,2024-03-11,8,423.76
ORD02567,CUST02177,PROD01748,28/09/2021,3,52.82
ORD01936,CUST00860,PROD01608,21/04/2022,1,22.25
ORD00212,CUST00172,PROD00354,,10,269.01
ORD00012,CUST00926,PROD01101,08/12/2021,9,390.68
ORD02990,CUST00508,PROD00951,09-27-2024,2,167.17
ORD00422,CUST02267,PROD00971,08/10/2023,6,368.16
ORD02436,CUST00504,PROD01936,2021-09-11,5,375.79
ORD02366,CUST02196,PROD01416,11-07-2023,10,621.16
ORD01749,CUST00066,PROD00980,2023-04-21,9,776.43
ORD01391,CUST02049,PROD00019,2024-07-20,3,215.8
ORD02721,CUST02101,PROD01353,03/04/2022,6,294.42
ORD01745,CUST02494,PROD01583,01/10/2021,8,307.66
ORD00741,CUST00555,PROD01070,03-26-2024,9,519.08
ORD01626,CUST01620,PROD01762,23/09/2019,8,282.72
ORD02358,CUST00151,PROD01976,05-26-2020,-1,inconsistent
ORD00509,CUST00437,PROD01715,19/01/2024,1,47.65
ORD00644,CUST01953,PROD01610,14/10/2019,5,212.83
ORD00597,CUST01551,PROD00234,2020-11-12,10,949.65
ORD01005,CUST02095,PROD01581,2020-01-07,7,196.09
ORD02015,CUST02217,PROD00386,04-13-2019,-1,inconsistent
ORD01237,CUST00108,PROD00374,,8,338.95
ORD02725,CUST01837,PROD00587,,3,269.34
ORD00518,CUST00758,PROD00771,2024-03-22,3,69.39
ORD02240,CUST02373,PROD00372,25/11/2022,7,87.34
ORD00573,CUST01023,PROD01183,2020-06-22,9,425.53
ORD01073,CUST00994,PROD01338,2019-03-07,4,213.71
ORD02808,CUST00180,PROD01492,24/05/2020,9,304.65
ORD01763,CUST00532,PROD01041,07-25-2021,-1,inconsistent
ORD02063,CUST02129,PROD01741,08/07/2019,3,158.77
ORD01316,CUST00584,PROD01607,06/01/2020,8,768.75
ORD01220,CUST00312,PROD01898,15/02/2019,8,431.08
ORD01613,CUST01832,PROD01867,02/05/2020,2,147.16
ORD00123,CUST01165,PROD00377,08/06/2024,2,194.91
ORD01251,CUST01848,PROD01010,09-11-2022,2,150.86
ORD00220,CUST00739,PROD01608,24/10/2020,8,327.17
ORD02994,CUST00239,PROD01807,03-25-2022,-1,inconsistent
ORD00358,CUST01446,PROD00777,05-14-2022,10,602.42
ORD02218,CUST02472,PROD01878,08/06/2021,10,217.16
ORD02123,CUST01867,PROD00533,2024-08-01,1,34.36
ORD02295,CUST00383,PROD00462,05-12-2024,1,61.75
ORD00259,CUST01709,PROD00790,16/04/2021,4,159.68
ORD02855,CUST02375,PROD00057,2022-12-23,9,258.23
ORD02830,CUST01159,PROD00831,05-15-2021,3,148.14
ORD02465,CUST00031,PROD00405,2021-07-18,-1,inconsistent
ORD02906,CUST00764,PROD00296,2020-06-09,6,107.97
ORD01675,CUST00470,PROD00331,06-03-2019,3,234.8
ORD02480,CUST01262,PROD01320,2023-11-02,4,252.85
ORD00194,CUST01898,PROD00012,2020-06-13,8,451.67
ORD01845,CUST01028,PROD01919,02/06/2023,6,414.93
ORD01536,CUST02028,PROD00522,2022-01-29,3,94.08
ORD02857,CUST01665,PROD01964,2019-12-28,5,434.3
ORD02397,CUST01502,PROD00095,05/07/2024,5,493.59
ORD00456,CUST00756,PROD00922,14/01/2021,6,217.74
ORD00462,CUST00410,PROD01314,2023-08-16,5,258.4
ORD02292,CUST00667,PROD01347,08/11/2019,1,40.43
ORD01788,CUST01956,PROD00110,18/11/2024,7,536.37
ORD01767,CUST02497,PROD01841,09/12/2019,1,38.76
ORD00381,CUST02098,PROD00522,10-27-2020,9,390.15
ORD02525,CUST00399,PROD00970,2023-03-06,2,57.3
ORD01444,CUST00122,PROD00708,03-30-2019,1,13.58
ORD01187,CUST00043,PROD00514,02-14-2019,1,17.5
ORD02607,CUST01743,PROD01093,2019-07-10,-1,inconsistent
ORD02357,CUST00876,PROD01316,2020-07-25,10,493.08
ORD01842,CUST01403,PROD00425,2023-02-22,1,57.71
ORD01554,CUST00377,PROD01438,06/05/2022,7,158.15
ORD00059,CUST01517,PROD01771,18/03/2019,3,166.36
ORD01608,CUST01412,PROD01389,23/08/2020,2,141.95
ORD02638,CUST00705,PROD00519,,7,699.89
ORD01364,CUST01650,PROD00204,2021-12-25,6,499.31
ORD01505,CUST00332,PROD00628,19/01/2024,7,91.78
ORD02876,CUST01618,PROD01292,08-17-2024,7,593.75
ORD02359,CUST01202,PROD00335,09-26-2023,10,677.0
ORD02928,CUST00129,PROD00982,06-28-2022,10,235.22
ORD01480,CUST00610,PROD00792,10/01/2019,6,482.41
ORD00542,CUST02161,PROD00920,06-04-2021,2,110.26
ORD01133,CUST00235,PROD00144,06-15-2022,7,164.66
ORD01764,CUST01221,PROD01860,,10,413.42
ORD02610,CUST01353,PROD01596,09/10/2019,9,224.96
ORD01880,CUST01593,PROD00810,04/11/2020,10,187.21
ORD00845,CUST02398,PROD00944,2021-11-29,2,54.06
ORD02494,CUST00560,PROD01260,2020-02-20,7,512.6
ORD02655,CUST00813,PROD01503,23/01/2020,5,180.3
ORD01475,CUST01031,PROD01688,2019-08-08,2,121.94
ORD01839,CUST01145,PROD00261,10-05-2021,6,226.3
ORD02980,CUST02323,PROD01205,06-27-2020,7,588.06
ORD01801,CUST02179,PROD01356,2020-07-19,10,719.27
ORD01766,CUST01383,PROD00982,19/01/2023,4,118.86
ORD02493,CUST00435,PROD01979,14/11/2020,10,553.36
ORD01786,CUST01833,PROD00332,11-14-2019,5,97.63
ORD01018,CUST01924,PROD01943,12-12-2019,4,108.09
ORD00435,CUST00224,PROD01877,02-18-2020,7,422.55
ORD01114,CUST02069,PROD01964,25/08/2024,10,459.76
ORD00237,CUST01120,PROD00155,2020-09-16,4,263.41
ORD01075,CUST00534,PROD01796,12-08-2021,9,153.89
ORD00109,CUST02387,PROD00267,07-21-2022,5,196.53
ORD00781,CUST02357,PROD01083,10/11/2024,7,220.01
ORD02119,CUST01931,PROD01088,12-28-2022,6,269.23
ORD00163,CUST01838,PROD00970,07-17-2022,2,49.4
ORD00288,CUST01120,PROD00741,2019-09-08,9,265.63
ORD00252,CUST01165,PROD00700,12-04-2022,5,381.69
ORD01073,CUST00994,PROD01338,2019-03-07,4,213.71
ORD02588,CUST01041,PROD01388,2022-08-06,2,110.02
ORD02350,CUST01828,PROD01823,16/11/2021,3,173.88
ORD00767,CUST01949,PROD01607,12/05/2020,6,478.4
ORD00787,CUST01852,PROD01258,03-14-2020,-1,inconsistent
ORD01378,CUST00594,PROD01521,13/03/2024,-1,inconsistent
ORD01027,CUST01454,PROD00364,2023-09-09,5,226.99
ORD01037,CUST01604,PROD00380,26/11/2021,5,127.25
ORD00869,CUST00372,PROD00197,07-14-2023,9,468.34
ORD02957,CUST00326,PROD00859,01-22-2021,8,750.92
ORD02405,CUST01414,PROD01666,2022-11-12,8,771.12
ORD01980,CUST00539,PROD01824,2020-11-21,4,101.7
ORD02159,CUST00880,PROD01630,11/08/2019,10,345.62
ORD02801,CUST01059,PROD00145,03-10-2019,9,239.12
ORD02908,CUST00179,PROD00324,11-12-2020,3,104.55
ORD02053,CUST00138,PROD01340,29/12/2024,9,204.48
ORD02472,CUST00069,PROD01061,14/11/2020,9,170.44
ORD00461,CUST02455,PROD00031,28/03/2023,6,76.19
ORD00911,CUST00840,PROD00215,09-11-2023,1,16.05
ORD02772,CUST02307,PROD01373,08-14-2022,9,682.75
ORD00157,CUST00325,PROD00876,08-03-2020,5,412.29
ORD00930,CUST00111,PROD00289,2019-05-17,1,51.77
ORD02138,CUST02339,PROD01369,2020-07-25,8,177.82
ORD02164,CUST02386,PROD01832,01/06/2021,6,466.08
ORD00677,CUST01000,PROD00373,04-19-2021,4,141.71
ORD02827,CUST00185,PROD01160,03/09/2022,9,377.23
ORD01255,CUST01713,PROD01496,14/10/2023,6,155.95
ORD00238,CUST02174,PROD00301,09-12-2024,2,172.09
ORD01052,CUST00794,PROD01681,07-18-2024,9,552.17
ORD01532,CUST00903,PROD01010,11/02/2022,10,401.66
ORD00243,CUST01781,PROD00109,27/06/2019,7,283.31
ORD00100,CUST01463,PROD01975,03-09-2024,1,83.73
ORD00315,CUST01005,PROD01934,27/06/2019,6,323.83
ORD02409,CUST00069,PROD00128,2023-04-24,7,670.28
ORD02513,CUST01840,PROD01432,19/09/2021,1,54.95
ORD01041,CUST02276,PROD01802,2022-03-24,2,192.1
ORD01064,CUST01208,PROD01393,14/07/2020,7,524.37
ORD00261,CUST02493,PROD01541,01-22-2022,7,605.92
ORD01655,CUST02412,PROD00724,2021-07-11,1,77.07
ORD02966,CUST01615,PROD00526,2021-10-21,-1,inconsistent
ORD00195,CUST01628,PROD01557,2021-01-08,1,49.91
ORD01941,CUST01202,PROD01977,05-15-2020,1,71.69
ORD01078,CUST01764,PROD01608,28/06/2021,3,63.9
ORD01847,CUST02144,PROD01425,2023-07-29,1,83.02
ORD00179,CUST00859,PROD00189,04-06-2020,8,751.96
ORD01412,CUST01630,PROD01920,2023-02-05,4,358.73
ORD00842,CUST02273,PROD01926,13/11/2024,5,87.78
ORD02389,CUST00614,PROD00958,14/12/2022,8,504.21
ORD01510,CUST00271,PROD01765,03-03-2024,3,187.1
ORD01995,CUST02283,PROD00123,2023-12-20,7,297.25
ORD00340,CUST00981,PROD01564,01-13-2022,-1,inconsistent
ORD01134,CUST01193,PROD00072,07-18-2023,10,928.74
ORD02364,CUST01381,PROD01385,2023-06-19,-1,inconsistent
ORD00748,CUST01050,PROD00398,2024-04-15,1,15.05
ORD02936,CUST00258,PROD01149,02-24-2023,6,398.69
ORD00662,CUST01518,PROD01704,01-03-2020,1,90.72
ORD00480,CUST02217,PROD01049,09-02-2024,1,38.0
ORD00803,CUST00809,PROD00772,09/11/2019,-1,inconsistent
ORD02204,CUST00661,PROD00702,2023-03-13,2,120.86
ORD00998,CUST01547,PROD00797,2020-12-08,10,643.97
ORD01431,CUST00567,PROD00192,2024-06-25,1,81.55
ORD02509,CUST01689,PROD01578,12-15-2024,6,342.7
ORD00549,CUST02368,PROD00211,05/11/2021,8,314.4
ORD01210,CUST00490,PROD01873,03/08/2021,4,79.01
ORD00783,CUST00000,PROD01352,04-05-2020,2,147.56
ORD02791,CUST01606,PROD01661,21/05/2024,7,189.46
ORD02007,CUST01223,PROD01976,2024-09-22,8,487.16
ORD00742,CUST00904,PROD01259,2023-02-02,8,608.53
ORD02488,CUST01741,PROD00504,16/03/2020,10,694.29
ORD02733,CUST02407,PROD01345,2019-09-24,9,581.44
ORD02910,CUST01315,PROD01200,2023-01-03,2,90.9
ORD01642,CUST02188,PROD00492,04-19-2019,6,130.04
ORD02033,CUST00161,PROD00275,24/01/2022,7,481.53
ORD01239,CUST00570,PROD01688,,1,22.64
ORD02208,CUST00080,PROD01096,12-13-2024,9,114.56
ORD02967,CUST01542,PROD01756,20/05/2020,1,12.5
ORD00247,CUST02241,PROD00468,05/06/2020,2,112.25
ORD00871,CUST00472,PROD01378,29/02/2020,7,607.07
ORD00952,CUST00471,PROD00839,08-08-2021,10,234.37
ORD02262,CUST02124,PROD00585,2024-04-16,9,674.48
ORD02803,CUST02379,PROD01775,28/07/2021,3,187.75
ORD00626,CUST01176,PROD00126,2024-08-15,1,10.14
ORD00347,CUST00497,PROD01389,19/08/2024,8,342.47
ORD00278,CUST00938,PROD00252,2022-11-07,4,148.01
